team,year,Active Players  (76),Pos.,Base Salary,Signing Bonus,Roster Bonus,Option Bonus,Workout Bonus,Restruc. Bonus,Misc.,Dead Cap,Cap Hit,Cap %
green-bay-packers,2013,"Raji
B.J. Raji ",DT,"$4,490,000","$480,000",-,"$1,400,000","$225,000",-,-,"($3,760,000)","$6,595,000 ",5.46
green-bay-packers,2013,"Sitton
Josh Sitton ",G,"$3,400,000","$1,200,000","$650,000",-,"$300,000",-,-,"($2,950,000)","$5,550,000 ",4.60
green-bay-packers,2013,"Hawk
A.J. Hawk ",LB,"$840,000","$1,600,000","$300,000",-,"$250,000",-,"$2,210,000","($4,800,000)","$5,200,000 ",4.31
green-bay-packers,2013,"Nelson
Jordy Nelson ",WR,"$2,700,000","$875,000","$150,000",-,"$250,000",-,-,"($1,750,000)","$3,975,000 ",3.29
green-bay-packers,2013,"Jones
James Jones ",WR,"$2,950,000","$500,000","$200,000",-,"$100,000",-,-,"($500,000)","$3,750,000 ",3.11
green-bay-packers,2013,"Burnett
Morgan Burnett ",DB,"$1,323,000","$1,868,775",-,-,-,-,-,"($8,468,775)","$3,191,775 ",2.64
green-bay-packers,2013,"Lang
T.J. Lang ",G,"$750,000","$1,100,000","$1,000,000",-,"$250,000",-,-,"($4,400,000)","$3,100,000 ",2.57
green-bay-packers,2013,"Kuhn
John Kuhn ",FB,"$1,800,000","$250,000","$450,000",-,"$100,000",-,-,"($250,000)","$2,600,000 ",2.15
green-bay-packers,2013,"Jones
Brad Jones ",LB,"$1,000,000","$1,000,000","$300,000",-,"$200,000",-,-,"($3,000,000)","$2,500,000 ",2.07
green-bay-packers,2013,"Crosby
Mason Crosby ",K,"$800,000","$600,000",-,-,"$150,000",-,"$800,000","($2,600,000)","$2,350,000 ",1.95
green-bay-packers,2013,"Bulaga
Bryan Bulaga ",T,"$862,000","$176,000",-,"$987,500","$100,000",-,-,"($2,327,000)","$2,125,500 ",1.76
green-bay-packers,2013,"Shields
Sam Shields ",DB,"$2,023,000",-,-,-,-,-,-,-,"$2,023,000 ",1.68
green-bay-packers,2013,"Sherrod
Derek Sherrod ",T,"$975,182","$825,364",-,-,-,-,-,"($2,625,910)","$1,800,546 ",1.49
green-bay-packers,2013,"Bush
Jarrett Bush ",DB,"$1,350,000","$333,333",-,-,"$100,000",-,-,"($666,667)","$1,783,333 ",1.48
green-bay-packers,2013,"Perry
Nick Perry ",LB,"$730,875","$973,500",-,-,-,-,-,"($4,723,125)","$1,704,375 ",1.41
green-bay-packers,2013,"Jones
Datone Jones ",DE,"$405,000","$998,016",-,-,-,-,-,"($6,259,326)","$1,403,016 ",1.16
green-bay-packers,2013,"Quarless
Andrew Quarless ",TE,"$1,323,000","$45,606",-,-,-,-,-,"($45,607)","$1,368,606 ",1.13
green-bay-packers,2013,"Newhouse
Marshall Newhouse ",T,"$1,323,000","$37,462",-,-,-,-,-,"($37,464)","$1,360,462 ",1.13
green-bay-packers,2013,"Smith
Evan Smith ",C,"$1,323,000",-,-,-,-,-,-,-,"$1,323,000 ",1.10
green-bay-packers,2013,"Masthay
Tim Masthay ",P,"$765,000","$240,000",-,-,"$100,000",-,-,"($960,000)","$1,105,000 ",0.92
green-bay-packers,2013,"Neal
Michael Neal ",LB,"$630,000","$290,000",-,-,-,-,-,"($781,500)","$920,000 ",0.76
green-bay-packers,2013,"Worthy
Jerel Worthy ",DT,"$569,464","$327,855",-,-,-,-,-,"($983,565)","$897,319 ",0.74
green-bay-packers,2013,"Cobb
Randall Cobb ",WR,"$666,766","$208,531",-,-,-,-,-,"($417,062)","$875,297 ",0.72
green-bay-packers,2013,"Goode
Brett Goode ",LS,"$715,000","$81,250",-,-,"$25,000",-,-,"($243,750)","$821,250 ",0.68
green-bay-packers,2013,"Hayward
Casey Hayward ",DB,"$540,451","$211,802",-,-,-,-,-,"($822,406)","$752,253 ",0.62
green-bay-packers,2013,"Starks
James Starks ",RB,"$630,000","$25,075",-,-,-,-,-,"($25,075)","$655,075 ",0.54
green-bay-packers,2013,"Wilson
C.J. Wilson ",DT,"$630,000","$12,590",-,-,-,-,-,"($12,590)","$642,590 ",0.53
green-bay-packers,2013,"House
Davon House ",DB,"$555,000","$75,145",-,-,-,-,-,"($150,290)","$630,145 ",0.52
green-bay-packers,2013,"Lacy
Eddie Lacy ",RB,"$405,000","$211,802",-,-,-,-,-,"($1,040,208)","$616,802 ",0.51
green-bay-packers,2013,"Taylor
Ryan Taylor ",TE,"$555,000","$14,794",-,-,-,-,-,"($29,588)","$569,794 ",0.47
green-bay-packers,2013,"Lattimore
Jamari Lattimore ",LB,"$555,000","$1,668",-,-,-,-,-,"($1,667)","$556,668 ",0.46
green-bay-packers,2013,"Jennings
M.D. Jennings ",DB,"$555,000",$833,-,-,-,-,-,($834),"$555,833 ",0.46
green-bay-packers,2013,"Daniels
Mike Daniels ",DT,"$480,000","$75,146",-,-,-,-,-,"($225,438)","$555,146 ",0.46
green-bay-packers,2013,"Harris
DuJuan Harris ",RB,"$555,000",-,-,-,-,-,-,-,"$555,000 ",0.46
green-bay-packers,2013,"Bakhtiari
David Bakhtiari ",T,"$405,000","$113,850",-,-,-,-,-,"($455,400)","$518,850 ",0.43
green-bay-packers,2013,"Tretter
J.C. Tretter ",C,"$405,000","$103,977",-,-,-,-,-,"($415,908)","$508,977 ",0.42
green-bay-packers,2013,"Richardson
Sean Richardson ",DB,"$480,000","$1,667",-,-,-,-,-,"($3,334)","$481,667 ",0.40
green-bay-packers,2013,"Barclay
Don Barclay ",T,"$480,000",$833,-,-,-,-,-,"($1,667)","$480,833 ",0.40
green-bay-packers,2013,"Boykin
Jarrett Boykin ",WR,"$480,000",-,-,-,-,-,-,-,"$480,000 ",0.40
green-bay-packers,2013,"Hyde
Micah Hyde ",DB,"$405,000","$44,527",-,-,-,-,-,"($178,108)","$449,527 ",0.37
green-bay-packers,2013,"Boyd
Josh Boyd ",DT,"$405,000","$36,140",-,-,-,-,-,"($144,560)","$441,140 ",0.37
green-bay-packers,2013,"Palmer
Nate Palmer ",LB,"$405,000","$24,724",-,-,-,-,-,"($98,896)","$429,724 ",0.36
green-bay-packers,2013,"Barrington
Sam Barrington ",LB,"$405,000","$12,250",-,-,-,-,-,"($49,000)","$417,250 ",0.35
green-bay-packers,2013,"Taylor
Lane Taylor ",G,"$405,000","$2,333",-,-,-,-,-,"($7,000)","$407,333 ",0.34
green-bay-packers,2013,"Mulumba
Andy Mulumba ",LB,"$405,000","$1,666",-,-,-,-,-,"($5,000)","$406,666 ",0.34
green-bay-packers,2013,"Banjo
Chris Banjo ",DB,"$405,000",-,-,-,-,-,-,-,"$405,000 ",0.34
green-bay-packers,2013,"Stoneburner
Jake Stoneburner ",TE,"$405,000",-,-,-,-,-,-,-,"$405,000 ",0.34
green-bay-packers,2013,"Bostick
Brandon Bostick ",TE,"$405,000",-,-,-,-,-,-,-,"$391,235 ",0.32
green-bay-packers,2013,"Van Roten
Greg Van Roten ",G,"$480,000",-,-,-,-,-,-,-,"$365,471 ",0.30
green-bay-packers,2013,"Flynn
Matt Flynn ",QB,"$715,000",-,-,-,-,-,-,-,"$294,412 ",0.24
green-bay-packers,2013,"Tolzien
Scott Tolzien ",QB,"$555,000",-,-,-,-,-,-,-,"$261,176 ",0.22
green-bay-packers,2013,"White
Myles White ",WR,"$405,000",-,-,-,-,-,-,-,"$241,412 ",0.20
green-bay-packers,2013,"Bell
Kahlil Bell ",RB,"$715,000",-,-,-,-,-,-,-,"$130,588 ",0.11
green-bay-packers,2013,"Aiyewa
Victor Aiyewa ",LB,"$405,000",-,-,-,-,-,-,-,"$119,117 ",0.10
green-bay-packers,2013,"Rolle
Jumal Rolle ",DB,"$405,000",-,-,-,-,-,-,-,"$23,823 ",0.02
minnesota-vikings,2013,"Allen
Jared Allen ",DE,"$14,280,612","$2,583,344",-,-,-,-,"$200,000","($2,583,344)","$17,063,956 ",13.24
minnesota-vikings,2013,"Peterson
Adrian Peterson ",RB,"$11,250,000","$2,400,000",-,-,"$250,000",-,-,"($7,450,000)","$13,900,000 ",10.79
minnesota-vikings,2013,"Greenway
Chad Greenway ",LB,"$6,900,000","$1,700,000",-,-,"$100,000",-,-,"($5,200,000)","$8,700,000 ",6.75
minnesota-vikings,2013,"Robison
Brian Robison ",DE,"$3,400,000","$3,166,667",-,-,"$100,000",-,-,"($11,166,667)","$6,666,667 ",5.17
minnesota-vikings,2013,"Williams
Kevin Williams ",DT,"$4,900,000",-,-,-,"$100,000",-,-,"($4,900,000)","$5,000,000 ",3.88
minnesota-vikings,2013,"Jennings
Greg Jennings ",WR,"$2,900,000","$2,000,000",-,-,"$100,000",-,-,"($17,900,000)","$5,000,000 ",3.88
minnesota-vikings,2013,"Loadholt
Phillip Loadholt ",T,"$2,900,000","$1,750,000",-,-,"$100,000",-,-,"($7,100,000)","$4,750,000 ",3.69
minnesota-vikings,2013,"Kalil
Matt Kalil ",T,"$1,288,663","$3,204,655",-,-,-,-,-,"($16,175,943)","$4,493,318 ",3.49
minnesota-vikings,2013,"Sullivan
John Sullivan ",C,"$3,150,000","$1,000,000",-,-,"$100,000",-,-,"($5,000,000)","$4,250,000 ",3.30
minnesota-vikings,2013,"Johnson
Charlie Johnson ",G,"$2,450,000","$600,000","$750,000",-,"$50,000",-,-,"($2,600,000)","$3,850,000 ",2.99
minnesota-vikings,2013,"Cassel
Matt Cassel ",QB,"$1,650,000",-,"$2,000,000",-,"$50,000",-,-,"($2,000,000)","$3,700,000 ",2.87
minnesota-vikings,2013,"Guion
Letroy Guion ",DE,"$2,450,000","$300,000",-,-,"$50,000",-,-,"($600,000)","$2,800,000 ",2.17
minnesota-vikings,2013,"Ponder
Christian Ponder ",QB,"$1,298,518","$1,472,036",-,-,-,-,-,"($6,002,867)","$2,770,554 ",2.15
minnesota-vikings,2013,"Felton
Jerome Felton ",FB,"$850,000","$313,726","$1,000,000",-,"$150,000",-,-,"($2,650,000)","$2,313,726 ",1.80
minnesota-vikings,2013,"Sanford
Jamarca Sanford ",DB,"$1,500,000","$250,000","$500,000",-,-,-,-,"($1,500,000)","$2,250,000 ",1.75
minnesota-vikings,2013,"Simpson
Jerome Simpson ",WR,"$1,350,000","$500,000",-,-,"$250,000",-,-,"($750,000)","$2,100,000 ",1.63
minnesota-vikings,2013,"Freeman
Josh Freeman ",QB,"$2,833,334",-,-,-,-,-,-,-,"$2,000,001 ",1.55
minnesota-vikings,2013,"Evans
Fred Evans ",DT,"$1,450,000","$250,000",-,-,"$50,000",-,-,"($300,000)","$1,750,000 ",1.36
minnesota-vikings,2013,"Smith
Harrison Smith ",DB,"$714,479","$907,918",-,-,-,-,-,"($4,477,191)","$1,622,397 ",1.26
minnesota-vikings,2013,"Floyd
Sharrif Floyd ",DT,"$405,000","$1,063,400",-,-,-,-,-,"($6,569,900)","$1,468,400 ",1.14
minnesota-vikings,2013,"Rhodes
Xavier Rhodes ",DB,"$405,000","$1,014,364",-,-,-,-,-,"($6,336,979)","$1,419,364 ",1.10
minnesota-vikings,2013,"Patterson
Cordarrelle Patterson ",WR,"$405,000","$907,918",-,-,-,-,-,"($5,831,361)","$1,312,918 ",1.02
minnesota-vikings,2013,"Cook
Chris Cook ",DB,"$630,000","$575,000",-,-,"$100,000",-,-,"($1,150,000)","$1,305,000 ",1.01
minnesota-vikings,2013,"Rudolph
Kyle Rudolph ",TE,"$745,896","$466,791",-,-,"$50,000",-,-,"($992,582)","$1,262,687 ",0.98
minnesota-vikings,2013,"Henderson
Erin Henderson ",LB,"$950,000","$250,000",-,-,"$50,000",-,-,"($1,550,000)","$1,250,000 ",0.97
minnesota-vikings,2013,"Loeffler
Cullen Loeffler ",LS,"$915,000","$125,000",-,-,"$10,000",-,-,"($260,000)","$1,050,000 ",0.81
minnesota-vikings,2013,"Gerhart
Toby Gerhart ",RB,"$630,000","$371,000",-,-,"$12,500",-,-,"($383,150)","$1,013,500 ",0.79
minnesota-vikings,2013,"Griffen
Everson Griffen ",DE,"$630,000","$135,000",-,-,-,-,-,"($135,000)","$765,000 ",0.59
minnesota-vikings,2013,"Sendejo
Andrew Sendejo ",DB,"$630,000","$66,666",-,-,-,-,-,"($466,666)","$696,666 ",0.54
minnesota-vikings,2013,"Robinson
Josh Robinson ",DB,"$505,000","$174,250",-,-,"$10,000",-,-,"($532,750)","$689,250 ",0.53
minnesota-vikings,2013,"Ballard
Christian Ballard ",DT,"$555,000","$101,888",-,-,-,-,-,"($234,554)","$656,888 ",0.51
minnesota-vikings,2013,"Webb
Joe Webb ",QB,"$630,000","$23,129",-,-,-,-,-,"($23,129)","$653,129 ",0.51
minnesota-vikings,2013,"Sherels
Marcus Sherels ",DB,"$630,000",-,-,-,-,-,-,-,"$630,000 ",0.49
minnesota-vikings,2013,"Webb
J'Marcus Webb ",T,"$630,000",-,-,-,-,-,-,-,"$630,000 ",0.49
minnesota-vikings,2013,"Berger
Joe Berger ",G,"$840,000","$65,000",-,-,-,-,-,"($65,000)","$620,000 ",0.48
minnesota-vikings,2013,"Mitchell
Marvin Mitchell ",LB,"$765,000","$25,000",-,-,"$25,000",-,-,"($50,000)","$605,000 ",0.47
minnesota-vikings,2013,"Raymond
Mistral Raymond ",DB,"$555,000","$24,483","$10,129",-,-,-,-,"($59,095)","$589,612 ",0.46
minnesota-vikings,2013,"Fusco
Brandon Fusco ",G,"$555,000","$23,556","$10,361",-,-,-,-,"($57,473)","$588,917 ",0.46
minnesota-vikings,2013,"Wright
Jarius Wright ",WR,"$480,000","$105,027",-,-,-,-,-,"($315,081)","$585,027 ",0.45
minnesota-vikings,2013,"Ellison
Rhett Ellison ",TE,"$480,000","$75,146",-,-,-,-,-,"($225,438)","$555,146 ",0.43
minnesota-vikings,2013,"Dean
Larry Dean ",LB,"$555,000",-,-,-,-,-,-,-,"$555,000 ",0.43
minnesota-vikings,2013,"Blanton
Robert Blanton ",DB,"$480,000","$52,763",-,-,-,-,-,"($158,289)","$532,763 ",0.41
minnesota-vikings,2013,"Hodges
Gerald Hodges ",LB,"$405,000","$105,027",-,-,-,-,-,"($420,108)","$510,027 ",0.40
minnesota-vikings,2013,"Walsh
Blair Walsh ",K,"$480,000","$29,483",-,-,-,-,-,"($88,449)","$509,483 ",0.40
minnesota-vikings,2013,"Asiata
Matt Asiata ",RB,"$480,000",-,-,-,-,-,-,-,"$480,000 ",0.37
minnesota-vikings,2013,"Locke
Jeff Locke ",P,"$405,000","$46,048",-,-,-,-,-,"($184,192)","$451,048 ",0.35
minnesota-vikings,2013,"Baca
Jeff Baca ",G,"$405,000","$24,150",-,-,-,-,-,"($96,600)","$429,150 ",0.33
minnesota-vikings,2013,"Mauti
Michael Mauti ",LB,"$405,000","$15,682",-,-,-,-,-,"($62,728)","$420,682 ",0.33
minnesota-vikings,2013,"Line
Zach Line ",FB,"$405,000","$2,666",-,-,-,-,-,"($8,000)","$407,666 ",0.32
minnesota-vikings,2013,"Baker
Chase Baker ",DT,"$405,000",-,-,-,-,-,-,-,"$405,000 ",0.31
minnesota-vikings,2013,"Prater
Shaun Prater ",DB,"$405,000",-,-,-,-,-,-,-,"$405,000 ",0.31
minnesota-vikings,2013,"Smith
Rodney Smith ",WR,"$262,059",-,-,-,-,-,-,-,"$262,059 ",0.20
minnesota-vikings,2013,"Ford
Chase Ford ",TE,"$405,000",-,-,-,-,-,-,-,"$214,411 ",0.17
minnesota-vikings,2013,"Cole
Audie Cole ",LB,"$480,000",-,-,-,-,-,-,-,"$197,647 ",0.15
minnesota-vikings,2013,"Trattou
Justin Trattou ",DE,"$56,471",-,-,-,-,-,-,-,"$56,471 ",0.04
minnesota-vikings,2013,"Banyard
Joe Banyard ",RB,"$405,000",-,-,-,-,-,-,-,"$47,647 ",0.04
minnesota-vikings,2013,"Remmers
Mike Remmers ",T,"$405,000",-,-,-,-,-,-,-,"$47,647 ",0.04
minnesota-vikings,2013,"Steeples
Robert Steeples ",DB,"$23,823",-,-,-,-,-,-,-,"$23,823 ",0.02
detroit-lions,2013,"Stafford
Matthew Stafford ",QB,"$4,000,000","$5,500,000",-,"$3,480,000",-,"$4,840,000",-,"($60,861,250)","$17,820,000 ",14.86
detroit-lions,2013,"Suh
Ndamukong Suh ",DT,"$630,000",-,-,"$3,470,000","$125,000","$6,267,500",-,"($29,212,500)","$10,492,500 ",8.75
detroit-lions,2013,"Johnson
Calvin Johnson ",WR,"$715,000","$3,200,000",-,"$4,000,000",-,"$858,000",-,"($37,090,000)","$8,773,000 ",7.32
detroit-lions,2013,"Tulloch
Stephen Tulloch ",LB,"$3,500,000","$1,300,000",-,-,-,-,-,"($5,200,000)","$4,800,000 ",4.00
detroit-lions,2013,"Pettigrew
Brandon Pettigrew ",TE,"$1,946,250",-,-,"$1,273,750","$250,000",-,-,"($1,273,750)","$3,470,000 ",2.89
detroit-lions,2013,"Sims
Rob Sims ",G,"$1,850,000","$1,200,000","$375,000",-,-,-,-,"($2,400,000)","$3,425,000 ",2.86
detroit-lions,2013,"Ansah
Ezekiel Ansah ",DE,"$405,000","$2,975,818",-,-,-,-,-,"($18,594,499)","$3,380,818 ",2.82
detroit-lions,2013,"Raiola
Dominic Raiola ",C,"$1,000,000","$700,000","$250,000","$1,312,500",-,-,-,"($2,012,500)","$3,262,500 ",2.72
detroit-lions,2013,"Hill
Shaun Hill ",QB,"$2,400,000","$500,000","$350,000",-,-,-,-,"($500,000)","$3,250,000 ",2.71
detroit-lions,2013,"Fairley
Nick Fairley ",DT,"$1,274,000","$1,423,000",-,-,-,-,-,"($5,861,500)","$2,697,000 ",2.25
detroit-lions,2013,"Houston
Chris Houston ",DB,"$1,000,000","$1,300,000",-,-,-,-,-,"($7,500,000)","$2,300,000 ",1.92
detroit-lions,2013,"Quin
Glover Quin ",DB,"$1,000,000","$1,050,000",-,-,-,-,-,"($6,250,000)","$2,050,000 ",1.71
detroit-lions,2013,"Bush
Reggie Bush ",RB,"$1,000,000","$1,000,000",-,-,-,-,-,"($5,000,000)","$2,000,000 ",1.67
detroit-lions,2013,"Levy
DeAndre Levy ",LB,"$1,000,000","$1,000,000",-,-,-,-,-,"($3,000,000)","$2,000,000 ",1.67
detroit-lions,2013,"Jones
Jason Jones ",DE,"$1,000,000","$833,333",-,-,-,-,-,"($2,500,000)","$1,833,333 ",1.53
detroit-lions,2013,"Reiff
Riley Reiff ",T,"$753,350","$1,063,400",-,-,-,-,-,"($5,060,250)","$1,816,750 ",1.51
detroit-lions,2013,"Young
Willie Young ",LB,"$1,200,000","$300,000",-,-,-,-,-,"($300,000)","$1,500,000 ",1.25
detroit-lions,2013,"Palmer
Ashlee Palmer ",LB,"$1,000,000","$333,333",-,-,-,-,-,"($666,667)","$1,333,333 ",1.11
detroit-lions,2013,"Fox
Jason Fox ",T,"$1,323,000",-,-,-,-,-,-,-,"$1,323,000 ",1.10
detroit-lions,2013,"Delmas
Louis Delmas ",DB,"$715,000","$500,000",-,-,-,-,-,"($1,000,000)","$1,215,000 ",1.01
detroit-lions,2013,"Carey
Don Carey ",DB,"$630,000","$250,000",-,-,-,-,-,"($50,000)","$1,030,000 ",0.86
detroit-lions,2013,"Mosley
C.J. Mosley ",DT,"$850,000","$175,000",-,-,-,-,-,"($350,000)","$1,025,000 ",0.85
detroit-lions,2013,"Hilliard
Corey Hilliard ",T,"$715,000","$250,000",-,-,"$15,000",-,-,"($500,000)","$980,000 ",0.82
detroit-lions,2013,"Slay
Darius Slay ",DB,"$405,000","$556,691",-,-,-,-,-,"($3,127,187)","$961,691 ",0.80
detroit-lions,2013,"Leshoure
Mikel Leshoure ",RB,"$555,000","$242,060","$92,198",-,"$50,000",-,-,"($484,120)","$939,258 ",0.78
detroit-lions,2013,"Harris
Leroy Harris ",C,"$800,000","$112,500",-,-,-,-,-,"($225,000)","$937,500 ",0.78
detroit-lions,2013,"Wendling
John Wendling ",DB,"$715,000","$208,333",-,-,-,-,-,"($208,334)","$923,333 ",0.77
detroit-lions,2013,"Bentley
Bill Bentley ",DB,"$480,000","$137,278",-,-,"$20,000",-,-,"($411,834)","$637,278 ",0.53
detroit-lions,2013,"Bell
Joique Bell ",RB,"$630,000",-,-,-,-,-,-,-,"$630,000 ",0.53
detroit-lions,2013,"Akers
David Akers ",K,"$940,000","$65,000",-,-,-,-,-,"($100,000)","$620,000 ",0.52
detroit-lions,2013,"Gandy
Dylan Gandy ",G,"$840,000",-,-,-,-,-,-,"($65,000)","$620,000 ",0.52
detroit-lions,2013,"Muhlbach
Don Muhlbach ",LS,"$840,000","$65,000",-,-,-,-,-,"($65,000)","$620,000 ",0.52
detroit-lions,2013,"Warford
Larry Warford ",G,"$405,000","$174,250",-,-,-,-,-,"($697,000)","$579,250 ",0.48
detroit-lions,2013,"Mathis
Rashean Mathis ",DB,"$940,000",-,-,-,-,-,-,-,"$555,000 ",0.46
detroit-lions,2013,"McIntosh
Rocky McIntosh ",LB,"$840,000",-,-,-,-,-,-,-,"$555,000 ",0.46
detroit-lions,2013,"Durham
Kris Durham ",WR,"$555,000",-,-,-,-,-,-,-,"$555,000 ",0.46
detroit-lions,2013,"Gomes
Dejon Gomes ",DB,"$555,000",-,-,-,-,-,-,-,"$555,000 ",0.46
detroit-lions,2013,"Ogletree
Kevin Ogletree ",WR,"$715,000",-,-,-,-,-,-,-,"$546,765 ",0.46
detroit-lions,2013,"Whitehead
Tahir Whitehead ",LB,"$480,000","$53,000",-,-,-,-,-,"($159,000)","$533,000 ",0.44
detroit-lions,2013,"Green
Jonte Green ",DB,"$480,000","$24,250",-,-,-,-,-,"($72,750)","$504,250 ",0.42
detroit-lions,2013,"Lewis
Travis Lewis ",LB,"$480,000","$14,793",-,-,-,-,-,"($44,739)","$494,793 ",0.41
detroit-lions,2013,"Moore
Kellen Moore ",QB,"$480,000","$6,666",-,-,-,-,-,"($13,334)","$486,666 ",0.41
detroit-lions,2013,"Taylor
Devin Taylor ",DE,"$405,000","$75,146",-,-,-,-,-,"($300,584)","$480,146 ",0.40
detroit-lions,2013,"Fluellen
Andre Fluellen ",DT,"$715,000",-,-,-,-,-,-,-,"$457,059 ",0.38
detroit-lions,2013,"Martin
Sam Martin ",P,"$405,000","$40,075",-,-,-,-,-,"($160,300)","$445,075 ",0.37
detroit-lions,2013,"Riddick
Theo Riddick ",RB,"$405,000","$22,750",-,-,-,-,-,"($91,000)","$427,750 ",0.36
detroit-lions,2013,"Fauria
Joseph Fauria ",TE,"$405,000","$4,166",-,-,-,-,-,"($12,500)","$409,166 ",0.34
detroit-lions,2013,"Waddle
LaAdrian Waddle ",T,"$405,000","$3,333",-,-,-,-,-,"($10,000)","$408,333 ",0.34
detroit-lions,2013,"Ross
Jeremy Ross ",WR,"$480,000",-,-,-,-,-,-,-,"$310,588 ",0.26
detroit-lions,2013,"Williams
Michael Williams ",TE,"$288,000","$16,287",-,-,-,-,-,"($65,148)","$304,287 ",0.25
detroit-lions,2013,"Dickerson
Dorin Dickerson ",TE,"$555,000",-,-,-,-,-,-,-,"$195,882 ",0.16
detroit-lions,2013,"Austin
Rodney Austin ",G,"$405,000",-,-,-,-,-,-,-,"$119,117 ",0.10
detroit-lions,2013,"Greenwood
Chris Greenwood ",DB,"$480,000",-,-,-,-,-,-,-,"$112,941 ",0.09
detroit-lions,2013,"Stanford
Julian Stanford ",LB,"$480,000",-,-,-,-,-,-,-,"$112,941 ",0.09
detroit-lions,2013,"Spurlock
Micheal Spurlock ",WR,"$715,000",-,-,-,-,-,-,-,"$32,647 ",0.03
detroit-lions,2013,"Owusu-Ansah
Akwasi Owusu-Ansah ",DB,"$555,000",-,-,-,-,-,-,-,"$32,647 ",0.03
detroit-lions,2013,"Veldman
Matt Veldman ",TE,"$405,000",-,-,-,-,-,-,-,"$23,823 ",0.02
chicago-bears,2013,"Peppers
Julius Peppers ",DE,"$9,900,000","$1,083,333",-,-,"$100,000","$3,100,000","$200,000","($9,550,001)","$14,383,333 ",11.36
chicago-bears,2013,"Cutler
Jay Cutler ",QB,"$8,470,000","$1,400,000",-,-,"$500,000",-,-,"($1,400,000)","$10,370,000 ",8.19
chicago-bears,2013,"Marshall
Brandon Marshall ",WR,"$9,100,000",-,-,-,"$200,000",-,-,-,"$9,300,000 ",7.35
chicago-bears,2013,"Melton
Henry Melton ",DT,"$8,450,000",-,-,-,-,-,-,"($8,450,000)","$8,450,000 ",6.67
chicago-bears,2013,"Briggs
Lance Briggs ",LB,"$4,500,000","$1,666,670","$1,000,000",-,"$250,000",-,-,"($4,666,670)","$7,416,670 ",5.86
chicago-bears,2013,"Forte
Matt Forte ",RB,"$1,700,000","$1,000,000","$4,568,750",-,-,-,-,"($7,000,000)","$7,268,750 ",5.74
chicago-bears,2013,"Jennings
Tim Jennings ",DB,"$4,250,000","$500,000","$250,000",-,"$100,000",-,-,"($500,000)","$5,100,000 ",4.03
chicago-bears,2013,"Bush
Michael Bush ",RB,"$1,500,000","$1,000,000",-,-,-,-,-,"($5,550,000)","$3,550,000 ",2.80
chicago-bears,2013,"Gould
Robbie Gould ",K,"$2,425,000","$600,000","$500,000",-,-,-,-,-,"$3,525,000 ",2.78
chicago-bears,2013,"Bushrod
Jermon Bushrod ",G,"$715,000","$2,200,000",-,-,"$100,000",-,-,"($16,715,000)","$3,015,000 ",2.38
chicago-bears,2013,"Hester
Devin Hester ",WR,"$1,857,523","$833,333",-,-,"$250,000",-,-,"($1,083,334)","$2,940,856 ",2.32
chicago-bears,2013,"Garza
Roberto Garza ",C,"$2,050,000",-,-,-,"$75,000",-,-,-,"$2,125,000 ",1.68
chicago-bears,2013,"Bennett
Martellus Bennett ",TE,"$715,000","$1,125,000",-,-,"$100,000",-,-,"($5,215,000)","$1,940,000 ",1.53
chicago-bears,2013,"McClellin
Shea McClellin ",LB,"$765,609","$1,112,436",-,-,-,-,-,"($6,091,735)","$1,878,045 ",1.48
chicago-bears,2013,"Podlesh
Adam Podlesh ",P,"$1,300,000","$400,000",-,-,-,-,-,"($1,200,000)","$1,725,000 ",1.36
chicago-bears,2013,"Long
Kyle Long ",G,"$405,000","$1,104,264",-,-,-,-,-,"($7,541,162)","$1,509,264 ",1.19
chicago-bears,2013,"Wright
Major Wright ",DB,"$1,323,000","$169,825",-,-,-,-,-,-,"$1,492,825 ",1.18
chicago-bears,2013,"Wootton
Corey Wootton ",DT,"$1,323,000","$126,793",-,-,-,-,-,"($126,793)","$1,449,793 ",1.15
chicago-bears,2013,"Weems
Eric Weems ",WR,"$865,000","$500,000",-,-,"$50,000",-,-,"($1,000,000)","$1,415,000 ",1.12
chicago-bears,2013,"Bennett
Earl Bennett ",WR,"$1,250,000",-,-,-,-,-,-,-,"$1,350,000 ",1.07
chicago-bears,2013,"Williams
D.J. Williams ",LB,"$900,000",-,"$328,125",-,"$100,000",-,-,-,"$1,328,125 ",1.05
chicago-bears,2013,"Anderson
James Anderson ",LB,"$950,000","$200,000",-,-,"$100,000",-,-,"($200,000)","$1,250,000 ",0.99
chicago-bears,2013,"Mannelly
Patrick Mannelly ",LS,"$940,000","$50,000",-,-,"$50,000",-,-,"($50,000)","$1,040,000 ",0.82
chicago-bears,2013,"Jeffery
Alshon Jeffery ",WR,"$596,719","$436,879",-,-,-,-,-,"($1,907,356)","$1,033,598 ",0.82
chicago-bears,2013,"Paea
Stephen Paea ",DT,"$660,082","$295,164",-,-,"$50,000",-,-,"($590,328)","$1,005,246 ",0.79
chicago-bears,2013,"Costanzo
Blake Costanzo ",LB,"$715,000","$200,000",-,-,"$25,000",-,-,"($200,000)","$940,000 ",0.74
chicago-bears,2013,"Steltz
Craig Steltz ",DB,"$715,000","$62,500",-,-,"$50,000",-,-,"($62,500)","$827,500 ",0.65
